"CCITT
E.164
Number
series","Country
Code
(CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number","Operator
ID","Translation
Type",Location
MSISDN number ranges (s),,,,,,,,,,
,54,294,0442000,0446999,,,,,,
,54,294,2415000,2419999,,,,,,
,54,294,2440000,2441999,,,,,,
,54,294,2452000,2452999,,,,,,
,54,294,2500000,2502999,,,,,,
,54,294,2607000,2614999,,,,,,
,54,294,2630000,2634999,,,,,,
,54,294,4251000,4282999,,,,,,
,54,294,4321000,4325999,,,,,,
,54,294,4330000,4339999,,,,,,
,54,294,4349000,4361999,,,,,,
,54,294,4372000,4372999,,,,,,
,54,294,4452000,4453999,,,,,,
,54,294,4500000,4509999,,,,,,
,54,294,4593000,4594999,,,,,,
,54,294,4655000,4659999,,,,,,
,54,294,4670000,4686999,,,,,,
,54,294,4750000,4774999,,,,,,
,54,294,4840000,4854999,,,,,,
,54,294,4865000,4889999,,,,,,
,54,294,5440000,5449999,,,,,,
,54,294,5620000,5624999,,,,,,
,54,294,5670000,5679999,,,,,,
,54,294,6405000,6409999,,,,,,
,54,294,6435000,6435999,,,,,,
,54,294,6462000,6467999,,,,,,
,54,294,8433000,8437999,,,,,,
,54,294,8441000,8442999,,,,,,
,54,295,2405000,2409999,,,,,,
,54,295,2445000,2449999,,,,,,
,54,295,2456000,2458999,,,,,,
,54,295,3403000,3407999,,,,,,
,54,295,4200000,4209999,,,,,,
,54,295,4275000,4289999,,,,,,
,54,295,4340000,4359999,,,,,,
,54,295,4472000,4472999,,,,,,
,54,295,4482000,4482999,,,,,,
,54,295,4500000,4509999,,,,,,
,54,295,4538000,4539999,,,,,,
,54,295,4565000,4569999,,,,,,
,54,295,4634000,4634999,,,,,,
,54,295,4657000,4659999,,,,,,
,54,295,4706000,4709999,,,,,,
,54,296,2405000,2405999,,,,,,
